region,province,city,district,psgc,xcode
Region I,Ilocos Norte,Paoay,Sideg,012816031,01IN16031
Region I,Ilocos Norte,Paoay,Suba,012816032,01IN16032
Region I,Ilocos Norte,Paoay,Sungadan,012816033,01IN16033
Region I,Ilocos Norte,Paoay,Surgui,012816034,01IN16034
Region I,Ilocos Norte,Paoay,Veronica,012816035,01IN16035
Region I,Ilocos Norte,Pasuquin,Batuli,012817001,01IN17001
Region I,Ilocos Norte,Pasuquin,Binsang,012817002,01IN17002
Region I,Ilocos Norte,Pasuquin,Nalvo,012817003,01IN17003
Region I,Ilocos Norte,Pasuquin,Caruan,012817004,01IN17004
Region I,Ilocos Norte,Pasuquin,Carusikis,012817005,01IN17005
Region I,Ilocos Norte,Pasuquin,Carusipan,012817006,01IN17006
Region I,Ilocos Norte,Pasuquin,Dadaeman,012817007,01IN17007
Region I,Ilocos Norte,Pasuquin,Darupidip,012817008,01IN17008
Region I,Ilocos Norte,Pasuquin,Davila,012817009,01IN17009
Region I,Ilocos Norte,Pasuquin,Dilanis,012817010,01IN17010
Region I,Ilocos Norte,Pasuquin,Dilavo,012817011,01IN17011
Region I,Ilocos Norte,Pasuquin,Estancia,012817012,01IN17012
Region I,Ilocos Norte,Pasuquin,Naglicuan,012817014,01IN17014
Region I,Ilocos Norte,Pasuquin,Nagsanga,012817015,01IN17015
Region I,Ilocos Norte,Pasuquin,Ngabangab,012817016,01IN17016
Region I,Ilocos Norte,Pasuquin,Pangil,012817017,01IN17017
Region I,Ilocos Norte,Pasuquin,Poblacion 1,012817018,01IN17018
Region I,Ilocos Norte,Pasuquin,Poblacion 2,012817019,01IN17019
Region I,Ilocos Norte,Pasuquin,Poblacion 3,012817020,01IN17020
Region I,Ilocos Norte,Pasuquin,Poblacion 4,012817021,01IN17021
Region I,Ilocos Norte,Pasuquin,Pragata,012817022,01IN17022
Region I,Ilocos Norte,Pasuquin,Puyupuyan,012817023,01IN17023
Region I,Ilocos Norte,Pasuquin,Sulongan,012817024,01IN17024
Region I,Ilocos Norte,Pasuquin,Salpad,012817025,01IN17025
Region I,Ilocos Norte,Pasuquin,San Juan,012817026,01IN17026
Region I,Ilocos Norte,Pasuquin,Santa Catalina,012817027,01IN17027
Region I,Ilocos Norte,Pasuquin,Santa Matilde,012817028,01IN17028
Region I,Ilocos Norte,Pasuquin,Sapat,012817029,01IN17029
Region I,Ilocos Norte,Pasuquin,Sulbec,012817030,01IN17030
Region I,Ilocos Norte,Pasuquin,Surong,012817031,01IN17031
Region I,Ilocos Norte,Pasuquin,Susugaen,012817032,01IN17032
Region I,Ilocos Norte,Pasuquin,Tabungao,012817033,01IN17033
Region I,Ilocos Norte,Pasuquin,Tadao,012817034,01IN17034
Region I,Ilocos Norte,Piddig,Ab-Abut,012818001,01IN18001
Region I,Ilocos Norte,Piddig,Abucay,012818002,01IN18002
Region I,Ilocos Norte,Piddig,Anao,012818003,01IN18003
Region I,Ilocos Norte,Piddig,Arua-Ay,012818004,01IN18004
Region I,Ilocos Norte,Piddig,Bimmanga,012818005,01IN18005
Region I,Ilocos Norte,Piddig,Boyboy,012818006,01IN18006
Region I,Ilocos Norte,Piddig,Cabaroan,012818007,01IN18007
Region I,Ilocos Norte,Piddig,Calambeg,012818008,01IN18008
Region I,Ilocos Norte,Piddig,Callusa,012818009,01IN18009
Region I,Ilocos Norte,Piddig,Dupitac,012818010,01IN18010
Region I,Ilocos Norte,Piddig,Estancia,012818011,01IN18011
Region I,Ilocos Norte,Piddig,Gayamat,012818012,01IN18012
Region I,Ilocos Norte,Piddig,Lagandit,012818013,01IN18013
Region I,Ilocos Norte,Piddig,Libnaoan,012818014,01IN18014
Region I,Ilocos Norte,Piddig,Loing,012818015,01IN18015
Region I,Ilocos Norte,Piddig,Maab-Abaca,012818016,01IN18016
Region I,Ilocos Norte,Piddig,Mangitayag,012818017,01IN18017
Region I,Ilocos Norte,Piddig,Maruaya,012818018,01IN18018
Region I,Ilocos Norte,Piddig,San Antonio,012818019,01IN18019
Region I,Ilocos Norte,Piddig,Santa Maria,012818020,01IN18020
Region I,Ilocos Norte,Piddig,Sucsuquen,012818021,01IN18021
Region I,Ilocos Norte,Piddig,Tangaoan,012818022,01IN18022
Region I,Ilocos Norte,Piddig,Tonoton,012818023,01IN18023
Region I,Ilocos Norte,Pinili,Aglipay,012819001,01IN19001
Region I,Ilocos Norte,Pinili,Apatut-Lubong,012819002,01IN19002
Region I,Ilocos Norte,Pinili,Badio,012819003,01IN19003
Region I,Ilocos Norte,Pinili,Barbar,012819004,01IN19004
Region I,Ilocos Norte,Pinili,Buanga,012819005,01IN19005
Region I,Ilocos Norte,Pinili,Bulbulala,012819006,01IN19006
Region I,Ilocos Norte,Pinili,Bungro,012819007,01IN19007
Region I,Ilocos Norte,Pinili,Cabaroan,012819008,01IN19008
Region I,Ilocos Norte,Pinili,Capangdanan,012819009,01IN19009
Region I,Ilocos Norte,Pinili,Dalayap,012819010,01IN19010
Region I,Ilocos Norte,Pinili,Darat,012819011,01IN19011
Region I,Ilocos Norte,Pinili,Gulpeng,012819012,01IN19012
Region I,Ilocos Norte,Pinili,Liliputen,012819013,01IN19013
Region I,Ilocos Norte,Pinili,Lumbaan-Bicbica,012819014,01IN19014
Region I,Ilocos Norte,Pinili,Nagtrigoan,012819015,01IN19015
Region I,Ilocos Norte,Pinili,Pagdilao,012819016,01IN19016
Region I,Ilocos Norte,Pinili,Pugaoan,012819017,01IN19017
Region I,Ilocos Norte,Pinili,Puritac,012819018,01IN19018
Region I,Ilocos Norte,Pinili,Sacritan,012819019,01IN19019
Region I,Ilocos Norte,Pinili,Salanap,012819020,01IN19020
Region I,Ilocos Norte,Pinili,Santo Tomas,012819021,01IN19021
Region I,Ilocos Norte,Pinili,Tartarabang,012819022,01IN19022
Region I,Ilocos Norte,Pinili,Puzol,012819023,01IN19023
Region I,Ilocos Norte,Pinili,Upon,012819024,01IN19024
Region I,Ilocos Norte,Pinili,Valbuena,012819025,01IN19025
Region I,Ilocos Norte,San Nicolas,San Francisco,012820001,01IN20001
Region I,Ilocos Norte,San Nicolas,San Ildefonso,012820002,01IN20002
Region I,Ilocos Norte,San Nicolas,San Agustin,012820003,01IN20003
Region I,Ilocos Norte,San Nicolas,San Baltazar,012820004,01IN20004
Region I,Ilocos Norte,San Nicolas,San Bartolome,012820005,01IN20005
Region I,Ilocos Norte,San Nicolas,San Cayetano,012820006,01IN20006
Region I,Ilocos Norte,San Nicolas,San Eugenio,012820007,01IN20007
Region I,Ilocos Norte,San Nicolas,San Fernando,012820008,01IN20008
Region I,Ilocos Norte,San Nicolas,San Gregorio,012820009,01IN20009
Region I,Ilocos Norte,San Nicolas,San Guillermo,012820010,01IN20010
Region I,Ilocos Norte,San Nicolas,San Jose,012820011,01IN20011
Region I,Ilocos Norte,San Nicolas,San Juan Bautista,012820012,01IN20012
Region I,Ilocos Norte,San Nicolas,San Lorenzo,012820013,01IN20013
Region I,Ilocos Norte,San Nicolas,San Lucas,012820014,01IN20014
Region I,Ilocos Norte,San Nicolas,San Marcos,012820015,01IN20015
Region I,Ilocos Norte,San Nicolas,San Miguel,012820016,01IN20016
Region I,Ilocos Norte,San Nicolas,San Pablo,012820017,01IN20017
Region I,Ilocos Norte,San Nicolas,San Paulo,012820018,01IN20018
Region I,Ilocos Norte,San Nicolas,San Pedro,012820019,01IN20019
Region I,Ilocos Norte,San Nicolas,San Rufino,012820020,01IN20020
Region I,Ilocos Norte,San Nicolas,San Silvestre,012820021,01IN20021
Region I,Ilocos Norte,San Nicolas,Santa Asuncion,012820022,01IN20022
Region I,Ilocos Norte,San Nicolas,Santa Cecilia,012820023,01IN20023
Region I,Ilocos Norte,San Nicolas,Santa Monica,012820024,01IN20024
Region I,Ilocos Norte,Sarrat,San Agustin,012821001,01IN21001
Region I,Ilocos Norte,Sarrat,San Andres,012821002,01IN21002
Region I,Ilocos Norte,Sarrat,San Antonio,012821003,01IN21003
Region I,Ilocos Norte,Sarrat,San Bernabe,012821004,01IN21004
Region I,Ilocos Norte,Sarrat,San Cristobal,012821005,01IN21005
Region I,Ilocos Norte,Sarrat,San Felipe,012821006,01IN21006
Region I,Ilocos Norte,Sarrat,San Francisco,012821007,01IN21007
Region I,Ilocos Norte,Sarrat,San Isidro,012821008,01IN21008
Region I,Ilocos Norte,Sarrat,San Joaquin,012821009,01IN21009
Region I,Ilocos Norte,Sarrat,San Jose,012821010,01IN21010
Region I,Ilocos Norte,Sarrat,San Juan,012821011,01IN21011
Region I,Ilocos Norte,Sarrat,San Leandro,012821012,01IN21012
Region I,Ilocos Norte,Sarrat,San Lorenzo,012821014,01IN21014
Region I,Ilocos Norte,Sarrat,San Manuel,012821015,01IN21015
Region I,Ilocos Norte,Sarrat,San Marcos,012821016,01IN21016
Region I,Ilocos Norte,Sarrat,San Nicolas,012821017,01IN21017
Region I,Ilocos Norte,Sarrat,San Pedro,012821018,01IN21018
Region I,Ilocos Norte,Sarrat,San Roque,012821019,01IN21019
Region I,Ilocos Norte,Sarrat,San Vicente,012821020,01IN21020
Region I,Ilocos Norte,Sarrat,Santa Barbara,012821021,01IN21021
Region I,Ilocos Norte,Sarrat,Santa Magdalena,012821022,01IN21022
Region I,Ilocos Norte,Sarrat,Santa Rosa,012821023,01IN21023
Region I,Ilocos Norte,Sarrat,Santo Santiago,012821024,01IN21024
Region I,Ilocos Norte,Sarrat,Santo Tomas,012821025,01IN21025
Region I,Ilocos Norte,Solsona,Aguitap,012822001,01IN22001
Region I,Ilocos Norte,Solsona,Bagbag,012822002,01IN22002
Region I,Ilocos Norte,Solsona,Bagbago,012822003,01IN22003
Region I,Ilocos Norte,Solsona,Barcelona,012822004,01IN22004
Region I,Ilocos Norte,Solsona,Bubuos,012822005,01IN22005
Region I,Ilocos Norte,Solsona,Capurictan,012822006,01IN22006
Region I,Ilocos Norte,Solsona,Catangraran,012822007,01IN22007
Region I,Ilocos Norte,Solsona,Darasdas,012822008,01IN22008
Region I,Ilocos Norte,Solsona,Juan,012822009,01IN22009
Region I,Ilocos Norte,Solsona,Laureta,012822010,01IN22010
Region I,Ilocos Norte,Solsona,Lipay,012822011,01IN22011
Region I,Ilocos Norte,Solsona,Maananteng,012822012,01IN22012
Region I,Ilocos Norte,Solsona,Manalpac,012822013,01IN22013
Region I,Ilocos Norte,Solsona,Mariquet,012822014,01IN22014
Region I,Ilocos Norte,Solsona,Nagpatpatan,012822015,01IN22015
Region I,Ilocos Norte,Solsona,Nalasin,012822016,01IN22016
Region I,Ilocos Norte,Solsona,Puttao,012822017,01IN22017
Region I,Ilocos Norte,Solsona,San Juan,012822018,01IN22018
Region I,Ilocos Norte,Solsona,San Julian,012822019,01IN22019
Region I,Ilocos Norte,Solsona,Santa Ana,012822020,01IN22020
Region I,Ilocos Norte,Solsona,Santiago,012822021,01IN22021
Region I,Ilocos Norte,Solsona,Talugtog,012822022,01IN22022
Region I,Ilocos Norte,Vintar,Abkir,012823001,01IN23001
Region I,Ilocos Norte,Vintar,Alsem,012823003,01IN23003
Region I,Ilocos Norte,Vintar,Bago,012823005,01IN23005
Region I,Ilocos Norte,Vintar,Bulbulala,012823010,01IN23010
Region I,Ilocos Norte,Vintar,Cabangaran,012823011,01IN23011
Region I,Ilocos Norte,Vintar,Cabayo,012823012,01IN23012
Region I,Ilocos Norte,Vintar,Cabisocolan,012823013,01IN23013
Region I,Ilocos Norte,Vintar,Canaam,012823014,01IN23014
Region I,Ilocos Norte,Vintar,Columbia,012823015,01IN23015
Region I,Ilocos Norte,Vintar,Dagupan,012823016,01IN23016
Region I,Ilocos Norte,Vintar,Pedro F. Alviar,012823017,01IN23017
Region I,Ilocos Norte,Vintar,Dipilat,012823019,01IN23019
Region I,Ilocos Norte,Vintar,Esperanza,012823022,01IN23022
Region I,Ilocos Norte,Vintar,Ester,012823023,01IN23023
Region I,Ilocos Norte,Vintar,Isic Isic,012823024,01IN23024
Region I,Ilocos Norte,Vintar,Lubnac,012823027,01IN23027
Region I,Ilocos Norte,Vintar,Mabanbanag,012823028,01IN23028
Region I,Ilocos Norte,Vintar,Alejo Malasig,012823030,01IN23030
Region I,Ilocos Norte,Vintar,Manarang,012823031,01IN23031
Region I,Ilocos Norte,Vintar,Margaay,012823033,01IN23033
Region I,Ilocos Norte,Vintar,Namoroc,012823035,01IN23035
Region I,Ilocos Norte,Vintar,Malampa,012823038,01IN23038
Region I,Ilocos Norte,Vintar,Parparoroc,012823039,01IN23039
Region I,Ilocos Norte,Vintar,Parut,012823040,01IN23040
Region I,Ilocos Norte,Vintar,Salsalamagui,012823047,01IN23047
Region I,Ilocos Norte,Vintar,San Jose,012823049,01IN23049
Region I,Ilocos Norte,Vintar,San Nicolas,012823050,01IN23050
Region I,Ilocos Norte,Vintar,San Pedro,012823051,01IN23051
Region I,Ilocos Norte,Vintar,San Ramon,012823052,01IN23052
Region I,Ilocos Norte,Vintar,San Roque,012823053,01IN23053
Region I,Ilocos Norte,Vintar,Santa Maria,012823054,01IN23054
Region I,Ilocos Norte,Vintar,Tamdagan,012823056,01IN23056
Region I,Ilocos Norte,Vintar,Visaya,012823058,01IN23058
Region I,Ilocos Sur,Alilem,Alilem Daya,012901001,01IS01001
Region I,Ilocos Sur,Alilem,Amilongan,012901002,01IS01002
Region I,Ilocos Sur,Alilem,Anaao,012901003,01IS01003
Region I,Ilocos Sur,Alilem,Apang,012901004,01IS01004
Region I,Ilocos Sur,Alilem,Apaya,012901005,01IS01005
Region I,Ilocos Sur,Alilem,Batbato,012901006,01IS01006
Region I,Ilocos Sur,Alilem,Daddaay,012901010,01IS01010
Region I,Ilocos Sur,Alilem,Dalawa,012901011,01IS01011
Region I,Ilocos Sur,Alilem,Kiat,012901013,01IS01013
Region I,Ilocos Sur,Banayoyo,Bagbagotot,012902001,01IS02001
Region I,Ilocos Sur,Banayoyo,Banbanaal,012902002,01IS02002
Region I,Ilocos Sur,Banayoyo,Bisangol,012902004,01IS02004
Region I,Ilocos Sur,Banayoyo,Cadanglaan,012902005,01IS02005
Region I,Ilocos Sur,Banayoyo,Casilagan Norte,012902006,01IS02006
Region I,Ilocos Sur,Banayoyo,Casilagan Sur,012902007,01IS02007
Region I,Ilocos Sur,Banayoyo,Elefante,012902008,01IS02008
Region I,Ilocos Sur,Banayoyo,Guardia,012902009,01IS02009
Region I,Ilocos Sur,Banayoyo,Lintic,012902010,01IS02010
Region I,Ilocos Sur,Banayoyo,Lopez,012902011,01IS02011
Region I,Ilocos Sur,Banayoyo,Montero,012902012,01IS02012
Region I,Ilocos Sur,Banayoyo,Naguimba,012902013,01IS02013
Region I,Ilocos Sur,Banayoyo,Pila,012902014,01IS02014
Region I,Ilocos Sur,Banayoyo,Poblacion,012902015,01IS02015
Region I,Ilocos Sur,Bantay,Aggay,012903001,01IS03001
Region I,Ilocos Sur,Bantay,An-Annam,012903002,01IS03002
Region I,Ilocos Sur,Bantay,Balaleng,012903003,01IS03003
Region I,Ilocos Sur,Bantay,Banaoang,012903004,01IS03004
Region I,Ilocos Sur,Bantay,Bulag,012903005,01IS03005
Region I,Ilocos Sur,Bantay,Buquig,012903006,01IS03006
Region I,Ilocos Sur,Bantay,Cabalanggan,012903007,01IS03007
Region I,Ilocos Sur,Bantay,Cabaroan,012903008,01IS03008
Region I,Ilocos Sur,Bantay,Cabusligan,012903009,01IS03009
Region I,Ilocos Sur,Bantay,Capangdanan,012903010,01IS03010
Region I,Ilocos Sur,Bantay,Guimod,012903011,01IS03011
Region I,Ilocos Sur,Bantay,Lingsat,012903012,01IS03012
Region I,Ilocos Sur,Bantay,Malingeb,012903013,01IS03013
Region I,Ilocos Sur,Bantay,Mira,012903014,01IS03014
Region I,Ilocos Sur,Bantay,Naguiddayan,012903015,01IS03015
Region I,Ilocos Sur,Bantay,Ora,012903016,01IS03016
Region I,Ilocos Sur,Bantay,Paing,012903017,01IS03017
Region I,Ilocos Sur,Bantay,Puspus,012903018,01IS03018
Region I,Ilocos Sur,Bantay,Quimmarayan,012903019,01IS03019
Region I,Ilocos Sur,Bantay,Sagneb,012903020,01IS03020
Region I,Ilocos Sur,Bantay,Sagpat,012903021,01IS03021
Region I,Ilocos Sur,Bantay,San Mariano,012903022,01IS03022
Region I,Ilocos Sur,Bantay,San Isidro,012903023,01IS03023
Region I,Ilocos Sur,Bantay,San Julian,012903024,01IS03024
Region I,Ilocos Sur,Bantay,Sinabaan,012903026,01IS03026
Region I,Ilocos Sur,Bantay,Taguiporo,012903027,01IS03027
Region I,Ilocos Sur,Bantay,Taleb,012903028,01IS03028
Region I,Ilocos Sur,Bantay,Tay-Ac,012903029,01IS03029
Region I,Ilocos Sur,Bantay,Barangay 1,012903030,01IS03030
Region I,Ilocos Sur,Bantay,Barangay 2,012903031,01IS03031
Region I,Ilocos Sur,Bantay,Barangay 3,012903032,01IS03032
Region I,Ilocos Sur,Bantay,Barangay 4,012903033,01IS03033
Region I,Ilocos Sur,Bantay,Barangay 5,012903034,01IS03034
Region I,Ilocos Sur,Bantay,Barangay 6,012903035,01IS03035
Region I,Ilocos Sur,Burgos,Ambugat,012904001,01IS04001
Region I,Ilocos Sur,Burgos,Balugang,012904002,01IS04002
Region I,Ilocos Sur,Burgos,Bangbangar,012904003,01IS04003
Region I,Ilocos Sur,Burgos,Bessang,012904005,01IS04005
Region I,Ilocos Sur,Burgos,Cabcaburao,012904006,01IS04006
Region I,Ilocos Sur,Burgos,Cadacad,012904007,01IS04007
Region I,Ilocos Sur,Burgos,Callitong,012904008,01IS04008
Region I,Ilocos Sur,Burgos,Dayanki,012904009,01IS04009
Region I,Ilocos Sur,Burgos,Lesseb,012904010,01IS04010
Region I,Ilocos Sur,Burgos,Lubing,012904011,01IS04011
Region I,Ilocos Sur,Burgos,Lucaban,012904012,01IS04012
Region I,Ilocos Sur,Burgos,Luna,012904013,01IS04013
Region I,Ilocos Sur,Burgos,Macaoayan,012904014,01IS04014
Region I,Ilocos Sur,Burgos,Mambug,012904015,01IS04015
Region I,Ilocos Sur,Burgos,Manaboc,012904016,01IS04016
Region I,Ilocos Sur,Burgos,Mapanit,012904017,01IS04017
Region I,Ilocos Sur,Burgos,Poblacion Sur,012904018,01IS04018
Region I,Ilocos Sur,Burgos,Nagpanaoan,012904019,01IS04019
Region I,Ilocos Sur,Burgos,Dirdirig,012904020,01IS04020
Region I,Ilocos Sur,Burgos,Paduros,012904022,01IS04022
Region I,Ilocos Sur,Burgos,Patac,012904023,01IS04023
Region I,Ilocos Sur,Burgos,Poblacion Norte,012904024,01IS04024
Region I,Ilocos Sur,Burgos,Sabangan Pinggan,012904026,01IS04026
Region I,Ilocos Sur,Burgos,Subadi Norte,012904027,01IS04027
Region I,Ilocos Sur,Burgos,Subadi Sur,012904028,01IS04028
Region I,Ilocos Sur,Burgos,Taliao,012904029,01IS04029
Region I,Ilocos Sur,Cabugao,Alinaay,012905001,01IS05001
Region I,Ilocos Sur,Cabugao,Aragan,012905002,01IS05002
Region I,Ilocos Sur,Cabugao,Arnap,012905003,01IS05003
Region I,Ilocos Sur,Cabugao,Baclig,012905004,01IS05004
Region I,Ilocos Sur,Cabugao,Bato,012905005,01IS05005
Region I,Ilocos Sur,Cabugao,Bonifacio,012905006,01IS05006
Region I,Ilocos Sur,Cabugao,Bungro,012905007,01IS05007
Region I,Ilocos Sur,Cabugao,Cacadiran,012905008,01IS05008
Region I,Ilocos Sur,Cabugao,Caellayan,012905009,01IS05009
Region I,Ilocos Sur,Cabugao,Carusipan,012905010,01IS05010
Region I,Ilocos Sur,Cabugao,Catucdaan,012905011,01IS05011
Region I,Ilocos Sur,Cabugao,Cuancabal,012905012,01IS05012
Region I,Ilocos Sur,Cabugao,Cuantacla,012905013,01IS05013
Region I,Ilocos Sur,Cabugao,Daclapan,012905014,01IS05014
Region I,Ilocos Sur,Cabugao,Dardarat,012905015,01IS05015
Region I,Ilocos Sur,Cabugao,Lipit,012905016,01IS05016
Region I,Ilocos Sur,Cabugao,Maradodon,012905017,01IS05017
Region I,Ilocos Sur,Cabugao,Margaay,012905018,01IS05018
Region I,Ilocos Sur,Cabugao,Nagsantaan,012905019,01IS05019
Region I,Ilocos Sur,Cabugao,Nagsincaoan,012905020,01IS05020
Region I,Ilocos Sur,Cabugao,Namruangan,012905021,01IS05021
Region I,Ilocos Sur,Cabugao,Pila,012905022,01IS05022
Region I,Ilocos Sur,Cabugao,Pug-Os,012905023,01IS05023
Region I,Ilocos Sur,Cabugao,Quezon,012905024,01IS05024
Region I,Ilocos Sur,Cabugao,Reppaac,012905025,01IS05025
Region I,Ilocos Sur,Cabugao,Rizal,012905026,01IS05026
Region I,Ilocos Sur,Cabugao,Sabang,012905027,01IS05027
Region I,Ilocos Sur,Cabugao,Sagayaden,012905028,01IS05028
Region I,Ilocos Sur,Cabugao,Salapasap,012905029,01IS05029
Region I,Ilocos Sur,Cabugao,Salomague,012905030,01IS05030
Region I,Ilocos Sur,Cabugao,Sisim,012905031,01IS05031
Region I,Ilocos Sur,Cabugao,Turod,012905032,01IS05032
Region I,Ilocos Sur,Cabugao,Turod-Patac,012905033,01IS05033
Region I,Ilocos Sur,Candon City,Allangigan Primero,012906001,01IS06001
Region I,Ilocos Sur,Candon City,Allangigan Segundo,012906002,01IS06002
Region I,Ilocos Sur,Candon City,Amguid,012906003,01IS06003
Region I,Ilocos Sur,Candon City,Ayudante,012906004,01IS06004
Region I,Ilocos Sur,Candon City,Bagani Camposanto,012906005,01IS06005
Region I,Ilocos Sur,Candon City,Bagani Gabor,012906006,01IS06006
Region I,Ilocos Sur,Candon City,Bagani Tocgo,012906007,01IS06007
Region I,Ilocos Sur,Candon City,Bagani Ubbog,012906008,01IS06008
Region I,Ilocos Sur,Candon City,Bagar,012906009,01IS06009
Region I,Ilocos Sur,Candon City,Balingaoan,012906010,01IS06010
Region I,Ilocos Sur,Candon City,Bugnay,012906015,01IS06015
Region I,Ilocos Sur,Candon City,Calaoaan,012906016,01IS06016
Region I,Ilocos Sur,Candon City,Calongbuyan,012906017,01IS06017
Region I,Ilocos Sur,Candon City,Caterman,012906018,01IS06018
Region I,Ilocos Sur,Candon City,Cubcubboot,012906019,01IS06019
Region I,Ilocos Sur,Candon City,Darapidap,012906020,01IS06020
Region I,Ilocos Sur,Candon City,Langlangca Primero,012906022,01IS06022
Region I,Ilocos Sur,Candon City,Langlangca Segundo,012906023,01IS06023
Region I,Ilocos Sur,Candon City,Oaig-Daya,012906024,01IS06024
Region I,Ilocos Sur,Candon City,Palacapac,012906025,01IS06025
Region I,Ilocos Sur,Candon City,Paras,012906026,01IS06026
Region I,Ilocos Sur,Candon City,Parioc Primero,012906027,01IS06027
Region I,Ilocos Sur,Candon City,Parioc Segundo,012906028,01IS06028
Region I,Ilocos Sur,Candon City,Patpata Primero,012906029,01IS06029
Region I,Ilocos Sur,Candon City,Patpata Segundo,012906030,01IS06030
Region I,Ilocos Sur,Candon City,Paypayad,012906031,01IS06031
Region I,Ilocos Sur,Candon City,Salvador Primero,012906032,01IS06032
Region I,Ilocos Sur,Candon City,Salvador Segundo,012906033,01IS06033
Region I,Ilocos Sur,Candon City,San Agustin,012906034,01IS06034
Region I,Ilocos Sur,Candon City,San Andres,012906035,01IS06035
Region I,Ilocos Sur,Candon City,San Antonio,012906036,01IS06036
Region I,Ilocos Sur,Candon City,San Isidro,012906037,01IS06037
Region I,Ilocos Sur,Candon City,San Jose,012906038,01IS06038
Region I,Ilocos Sur,Candon City,San Juan,012906039,01IS06039
Region I,Ilocos Sur,Candon City,San Nicolas,012906040,01IS06040
Region I,Ilocos Sur,Candon City,San Pedro,012906041,01IS06041
Region I,Ilocos Sur,Candon City,Santo Tomas,012906042,01IS06042
Region I,Ilocos Sur,Candon City,Tablac,012906043,01IS06043
Region I,Ilocos Sur,Candon City,Talogtog,012906044,01IS06044
Region I,Ilocos Sur,Candon City,Tamurong Primero,012906045,01IS06045
Region I,Ilocos Sur,Candon City,Tamurong Segundo,012906046,01IS06046
Region I,Ilocos Sur,Candon City,Villarica,012906048,01IS06048
Region I,Ilocos Sur,Caoayan,Anonang Mayor,012907001,01IS07001
Region I,Ilocos Sur,Caoayan,Anonang Menor,012907002,01IS07002
Region I,Ilocos Sur,Caoayan,Baggoc,012907003,01IS07003
Region I,Ilocos Sur,Caoayan,Callaguip,012907004,01IS07004
Region I,Ilocos Sur,Caoayan,Caparacadan,012907005,01IS07005
Region I,Ilocos Sur,Caoayan,Fuerte,012907006,01IS07006
Region I,Ilocos Sur,Caoayan,Manangat,012907007,01IS07007
Region I,Ilocos Sur,Caoayan,Naguilian,012907008,01IS07008
Region I,Ilocos Sur,Caoayan,Nansuagao,012907009,01IS07009
Region I,Ilocos Sur,Caoayan,Pandan,012907010,01IS07010
Region I,Ilocos Sur,Caoayan,Pantay-Quitiquit,012907011,01IS07011
Region I,Ilocos Sur,Caoayan,Don Dimas Querubin,012907012,01IS07012
Region I,Ilocos Sur,Caoayan,Puro,012907013,01IS07013
