name,type,xcode
Kaumpamatsakem,district,15BS04051
Tipo-Tipo,city,15BS05000
Badja,district,15BS05002
Bohebaca,district,15BS05003
Bohelebung,district,15BS05004
Lagayas,district,15BS05011
Limbo-Upas,district,15BS05012
Tipo-Tipo Proper,district,15BS05016
Baguindan,district,15BS05017
Banah,district,15BS05018
Bohe-Tambak,district,15BS05019
Silangkum,district,15BS05030
Bangcuang,district,15BS05038
Tuburan,city,15BS06000
Lahi-Lahi,district,15BS06005
Sinulatan,district,15BS06010
Bohetambis,district,15BS06016
Duga-A,district,15BS06021
Mahawid,district,15BS06025
Lower Sinangkapan,district,15BS06028
Tablas Usew,district,15BS06033
Calut,district,15BS06034
Katipunan,district,15BS06040
Lower Tablas,district,15BS06041
Akbar,city,15BS07000
Caddayan,district,15BS07001
Linongan,district,15BS07002
Lower Bato-Bato,district,15BS07003
Mangalut,district,15BS07004
Manguso,district,15BS07005
Paguengan,district,15BS07006
Semut,district,15BS07007
Upper Bato-Bato,district,15BS07008
Upper Sinangkapan,district,15BS07009
Al-Barka,city,15BS08000
Apil-Apil,district,15BS08001
Bato-Bato,district,15BS08002
Bohe-Piang,district,15BS08003
Bucalao,district,15BS08004
Cambug,district,15BS08005
Danapah,district,15BS08006
Guinanta,district,15BS08007
Kailih,district,15BS08008
Kinukutan,district,15BS08009
Kuhon,district,15BS08010
Kuhon Lennuh,district,15BS08011
Linuan,district,15BS08012
Lookbisaya,district,15BS08013
Macalang,district,15BS08014
Magcawa,district,15BS08015
Sangkahan,district,15BS08016
Hadji Mohammad Ajul,city,15BS09000
Basakan,district,15BS09001
Buton,district,15BS09002
Candiis,district,15BS09003
Langil,district,15BS09004
Langong,district,15BS09005
Languyan,district,15BS09006
Pintasan,district,15BS09007
Seronggon,district,15BS09008
Sibago,district,15BS09009
Sulutan Matangal,district,15BS09010
Tuburan Proper,district,15BS09011
Ungkaya Pukan,city,15BS10000
Amaloy,district,15BS10001
Bohe-Pahuh,district,15BS10002
Bohe-Suyak,district,15BS10003
Cabangalan,district,15BS10004
Danit,district,15BS10005
Kamamburingan,district,15BS10006
Matata,district,15BS10007
Materling,district,15BS10008
Pipil,district,15BS10009
Sungkayut,district,15BS10010
Tongbato,district,15BS10011
Ulitan,district,15BS10012
Hadji Muhtamad,city,15BS11000
Baluk-Baluk,district,15BS11001
Dasalan,district,15BS11002
Lubukan,district,15BS11003
Luukbongsod,district,15BS11004
Mananggal,district,15BS11005
Palahangan,district,15BS11006
Panducan,district,15BS11007
Sangbay Big,district,15BS11008
Sangbay Small,district,15BS11009
Tausan,district,15BS11010
Tabuan-Lasa,city,15BS12000
Babag,district,15BS12001
Balanting,district,15BS12002
Boloh-Boloh,district,15BS12003
Bukut-Umus,district,15BS12004
Kaumpurnah,district,15BS12005
Lanawan,district,15BS12006
Pisak-Pisak,district,15BS12007
Saluping,district,15BS12008
Suligan,district,15BS12009
Sulloh,district,15BS12010
Tambulig Buton,district,15BS12011
Tong-Umus,district,15BS12012
City of Isabela,city,15BS13000
Aguada,district,15BS13002
Balatanay,district,15BS13004
Baluno,district,15BS13005
Begang,district,15BS13006
Binuangan,district,15BS13007
Busay,district,15BS13008
Cabunbata,district,15BS13010
Calvario,district,15BS13011
Carbon,district,15BS13012
Diki,district,15BS13013
Isabela Eastside,district,15BS13014
Isabela Proper,district,15BS13015
Dona Ramona T. Alano,district,15BS13016
Kapatagan Grande,district,15BS13017
Kaumpurnah Zone I,district,15BS13018
Kaumpurnah Zone II,district,15BS13019
Kaumpurnah Zone III,district,15BS13020
Kumalarang,district,15BS13021
La Piedad,district,15BS13022
Lampinigan,district,15BS13023
Lanote,district,15BS13024
Lukbuton,district,15BS13027
Lumbang,district,15BS13029
Makiri,district,15BS13030
Maligue,district,15BS13031
Marang-Marang,district,15BS13033
Marketsite,district,15BS13034
Menzi,district,15BS13036
Panigayan,district,15BS13038
Panunsulan,district,15BS13039
Port Area,district,15BS13040
Riverside,district,15BS13041
San Rafael,district,15BS13042
Santa Barbara,district,15BS13043
Santa Cruz,district,15BS13044
Seaside,district,15BS13045
Sumagdang,district,15BS13047
Sunrise Village,district,15BS13049
Tabiawan,district,15BS13050
Tabuk,district,15BS13051
Timpul,district,15BS13055
Kapayawan,district,15BS13057
Masula,district,15BS13058
Small Kapatagan,district,15BS13059
Tampalan,district,15BS13060
Lanao Del Sur,province,15LS00000
Bacolod-Kalawi,city,15LS01000
Ampao,district,15LS01001
Bagoaingud,district,15LS01002
Balut,district,15LS01004
Barua,district,15LS01005
Buadiawani,district,15LS01006
Bubong,district,15LS01007
Dilabayan,district,15LS01008
Dipatuan,district,15LS01009
Daramoyod,district,15LS01010
Gandamato,district,15LS01011
Gurain,district,15LS01012
Ilian,district,15LS01013
Lama,district,15LS01014
Liawao,district,15LS01015
Lumbaca-Ingud,district,15LS01016
Madanding,district,15LS01018
Orong,district,15LS01019
Pindolonan,district,15LS01020
Poblacion I,district,15LS01021
Poblacion Ii,district,15LS01022
Raya,district,15LS01023
Rorowan,district,15LS01024
Sugod,district,15LS01025
Tambo,district,15LS01026
Tuka I,district,15LS01027
Tuka Ii,district,15LS01028
Balabagan,city,15LS02000
Banago,district,15LS02002
Barorao,district,15LS02003
Batuan,district,15LS02004
Budas,district,15LS02006
Calilangan,district,15LS02007
Igabay,district,15LS02008
Lalabuan,district,15LS02010
Magulalung Occidental,district,15LS02011
Magulalung Oriental,district,15LS02012
Molimoc,district,15LS02013
Narra,district,15LS02014
Plasan,district,15LS02015
Purakan,district,15LS02016
Buisan,district,15LS02019
Buenavista,district,15LS02022
Lorenzo,district,15LS02027
Lower Itil,district,15LS02029
Macao,district,15LS02032
Poblacion,district,15LS02039
Upper Itil,district,15LS02043
Bagoaingud,district,15LS02050
Ilian,district,15LS02051
Lumbac,district,15LS02052
Matampay,district,15LS02053
Matanog,district,15LS02054
Pindolonan,district,15LS02055
Tataya,district,15LS02056
Balindong,city,15LS03000
Abaga,district,15LS03001
Poblacion,district,15LS03005
Pantaragoo,district,15LS03006
Bantoga Wato,district,15LS03007
Barit,district,15LS03008
Bubong,district,15LS03009
Bubong Cadapaan,district,15LS03011
Borakis,district,15LS03013
Bualan,district,15LS03014
Cadapaan,district,15LS03015
Cadayonan,district,15LS03016
Kaluntay,district,15LS03018
Dadayag,district,15LS03021
Dado,district,15LS03022
Dibarusan,district,15LS03024
Dilausan,district,15LS03025
Dimarao,district,15LS03026
Ingud,district,15LS03027
Lalabuan,district,15LS03029
Lilod,district,15LS03031
Lumbayao,district,15LS03032
Limbo,district,15LS03033
Lumbac Lalan,district,15LS03035
Lumbac Wato,district,15LS03036
Magarang,district,15LS03037
Nusa Lumba Ranao,district,15LS03041
Padila,district,15LS03042
Pagayawan,district,15LS03043
Paigoay,district,15LS03044
Raya,district,15LS03046
Salipongan,district,15LS03047
Talub,district,15LS03050
Tomarompong,district,15LS03051
Tantua Raya,district,15LS03052
Tuka Bubong,district,15LS03053
Bolinsong,district,15LS03054
Lati,district,15LS03055
Malaig,district,15LS03056
Bayang,city,15LS04000
Bagoaingud,district,15LS04003
Bairan,district,15LS04004
Bandingun,district,15LS04005
Biabi,district,15LS04006
Bialaan,district,15LS04007
Cadayonan,district,15LS04009
Lumbac Cadayonan,district,15LS04010
Lalapung Central,district,15LS04011
Condaraan Pob.,district,15LS04012
Cormatan,district,15LS04013
Ilian,district,15LS04014
Lalapung Proper,district,15LS04015
Bubong Lilod,district,15LS04017
Linao,district,15LS04018
Linuk,district,15LS04019
Liong,district,15LS04020
Lumbac,district,15LS04021
Mimbalawag,district,15LS04022
Maliwanag,district,15LS04024
Mapantao,district,15LS04025
Cadingilan Occidental,district,15LS04027
Cadingilan Oriental,district,15LS04028
Palao,district,15LS04030
Pama-An,district,15LS04031
Pamacotan,district,15LS04032
Pantar,district,15LS04033
Parao,district,15LS04034
Patong,district,15LS04035
Porotan,district,15LS04036
Rantian,district,15LS04037
Raya Cadayonan,district,15LS04038
Rinabor,district,15LS04039
Sapa,district,15LS04040
Samporna,district,15LS04041
Silid,district,15LS04042
Sugod,district,15LS04043
Sultan Pandapatan,district,15LS04044
Sumbag,district,15LS04045
Tagoranao,district,15LS04046
Tangcal,district,15LS04047
Tangcal Proper,district,15LS04048
Tuca,district,15LS04049
Tomarompong,district,15LS04050
Tomongcal Ligi,district,15LS04051
Torogan,district,15LS04052
Lalapung Upper,district,15LS04053
Gandamato,district,15LS04054
Bubong Raya,district,15LS04055
Poblacion,district,15LS04056
Binidayan,city,15LS05000
Badak,district,15LS05001
Baguiangun,district,15LS05002
Balut Maito,district,15LS05003
Basak,district,15LS05004
Bubong,district,15LS05005
Bubonga-Ranao,district,15LS05006
Dansalan Dacsula,district,15LS05009
Ingud,district,15LS05010
Kialilidan,district,15LS05011
Lumbac,district,15LS05012
Macaguiling,district,15LS05014
Madaya,district,15LS05015
Magonaya,district,15LS05016
Maindig,district,15LS05017
Masolun,district,15LS05018
Olama,district,15LS05019
Pagalamatan,district,15LS05020
Pantar,district,15LS05021
Picalilangan,district,15LS05022
Picotaan,district,15LS05023
Pindolonan,district,15LS05024
Poblacion,district,15LS05025
Soldaroro,district,15LS05028
Tambac,district,15LS05030
Timbangan,district,15LS05033
Tuca,district,15LS05034
Bubong,city,15LS06000
Bagoaingud,district,15LS06002
Bansayan,district,15LS06003
Basingan,district,15LS06004
Batangan,district,15LS06005
Bualan,district,15LS06006
Poblacion,district,15LS06007
Bubonga Didagun,district,15LS06008
Carigongan,district,15LS06011
Bacolod,district,15LS06012
Dilabayan,district,15LS06014
Dimapatoy,district,15LS06015
Dimayon Proper,district,15LS06017
Diolangan,district,15LS06019
Guiguikun,district,15LS06022
Dibarosan,district,15LS06023
Madanding,district,15LS06027
Malungun,district,15LS06028
Masorot,district,15LS06030
Matampay Dimarao,district,15LS06031
Miabalawag,district,15LS06032
Montiaan,district,15LS06033
Pagayawan,district,15LS06035
Palao,district,15LS06037
Panalawan,district,15LS06038
Pantar,district,15LS06039
Pendogoan,district,15LS06041
Polayagan,district,15LS06045
Ramain Bubong,district,15LS06048
Rogero,district,15LS06049
Salipongan,district,15LS06051
Sunggod,district,15LS06052
Taboro,district,15LS06053
Dalaon,district,15LS06054
Dimayon,district,15LS06058
Pindolonan,district,15LS06059
Punud,district,15LS06060
Butig,city,15LS07000
Butig Proper,district,15LS07012
Cabasaran,district,15LS07013
Coloyan Tambo,district,15LS07016
Dilimbayan,district,15LS07019
Dolangan,district,15LS07022
Pindolonan,district,15LS07041
Bayabao Poblacion,district,15LS07044
Poktan,district,15LS07045
Ragayan,district,15LS07046
Raya,district,15LS07047
Samer,district,15LS07051
Sandab Madaya,district,15LS07052
Sundig,district,15LS07056
Tiowi,district,15LS07060
Timbab,district,15LS07062
Malungun,district,15LS07063
Ganassi,city,15LS08000
Bagoaingud,district,15LS08001
Balintad,district,15LS08002
Barit,district,15LS08003
Bato Batoray,district,15LS08004
Campong A Raya,district,15LS08005
Gadongan,district,15LS08006
Gui,district,15LS08007
Linuk,district,15LS08009
Lumbac,district,15LS08010
Macabao,district,15LS08011
Macaguiling,district,15LS08012
Pagalongan,district,15LS08013
Panggawalupa,district,15LS08014
Pantaon A,district,15LS08015
Para-Aba,district,15LS08016
Pindolonan,district,15LS08017
Poblacion,district,15LS08018
Baya,district,15LS08019
Sogod Madaya,district,15LS08020
Tabuan,district,15LS08021
Taganonok,district,15LS08022
Taliogon,district,15LS08023
Masolun,district,15LS08027
Lumbacaingud,district,15LS08029
Sekun Matampay,district,15LS08030
Dapaan,district,15LS08031
Balintad A,district,15LS08032
Barorao,district,15LS08033
Campong Sabela,district,15LS08034
Pangadapun,district,15LS08051
Pantaon,district,15LS08052
Pamalian,district,15LS08053
Kapai,city,15LS09000
Cormatan,district,15LS09003
Dimagaling,district,15LS09007
Dimunda,district,15LS09008
Doronan,district,15LS09009
Poblacion,district,15LS09012
Malna Proper,district,15LS09017
Pagalongan,district,15LS09018
Parao,district,15LS09019
Kasayanan,district,15LS09025
Kasayanan West,district,15LS09026
Dilabayan,district,15LS09029
Dilimbayan,district,15LS09030
Kibolos,district,15LS09031
Kining,district,15LS09032
Pindolonan,district,15LS09033
Babayog,district,15LS09034
Gadongan,district,15LS09035
Lidasan,district,15LS09036
Macadar,district,15LS09037
Pantaon,district,15LS09038
Lumba-Bayabao,city,15LS10000
Bacolod I,district,15LS10003
Bacolod Ii,district,15LS10004
Bantayao,district,15LS10008
Barit,district,15LS10009
Baugan,district,15LS10011
Buad Lumbac,district,15LS10019
Cabasaran,district,15LS10020
Calilangan,district,15LS10021
Carandangan-Mipaga,district,15LS10026
Cormatan Langban,district,15LS10027
Dialongana,district,15LS10031
Dilindongan-Cadayonan,district,15LS10035
Gadongan,district,15LS10039
Galawan,district,15LS10040
Gambai,district,15LS10041
Kasola,district,15LS10044
Lalangitun,district,15LS10046
Lama,district,15LS10047
Lindongan Dialongana,district,15LS10052
Lobo Basara,district,15LS10054
Lumbac Bacayawan,district,15LS10055
Macaguiling,district,15LS10058
Mapantao,district,15LS10065
Mapoling,district,15LS10066
Pagayawan,district,15LS10070
Maribo,district,15LS10077
Posudaragat,district,15LS10078
Rumayas,district,15LS10079
Sabala Bantayao,district,15LS10081
Salaman,district,15LS10082
Salolodun Berwar,district,15LS10083
Sarigidan Madiar,district,15LS10085
Sunggod,district,15LS10089
Taluan,district,15LS10091
Tamlang,district,15LS10094
Tongcopan,district,15LS10096
Turogan,district,15LS10097
Minaring Diladigan,district,15LS10098
Lumbatan,city,15LS11000
Alog,district,15LS11001
Basayungun,district,15LS11008
Buad,district,15LS11011
Budi,district,15LS11012
Dago-Ok,district,15LS11017
Dalama,district,15LS11018
Dalipuga,district,15LS11021
Lalapung,district,15LS11024
Lumbac,district,15LS11028
Lumbac Bacayawan,district,15LS11029
Lunay,district,15LS11032
Macadar,district,15LS11033
Madaya,district,15LS11034
Minanga,district,15LS11035
Pantar,district,15LS11038
Picotaan,district,15LS11039
Poblacion,district,15LS11043
Tambac,district,15LS11048
Bubong Macadar,district,15LS11050
Penaring,district,15LS11051
Ligue,district,15LS11052
Madalum,city,15LS12000
Abaga,district,15LS12001
Bagoaingud,district,15LS12003
Basak,district,15LS12006
Bato,district,15LS12007
Bubong,district,15LS12008
Kormatan,district,15LS12010
Dandamun,district,15LS12012
Diampaca,district,15LS12013
Dibarosan,district,15LS12014
Delausan,district,15LS12015
Gadongan,district,15LS12016
Gurain,district,15LS12017
Cabasaran,district,15LS12018
Cadayonan,district,15LS12019
Liangan I,district,15LS12021
Lilitun,district,15LS12022
Linao,district,15LS12023
Linuk,district,15LS12024
Madaya,district,15LS12025
Pagayawan,district,15LS12026
Poblacion,district,15LS12027
Punud,district,15LS12028
Raya,district,15LS12029
Riray,district,15LS12030
Sabanding,district,15LS12031
Salongabanding,district,15LS12032
Sugod,district,15LS12033
Tamporong,district,15LS12034
Tongantongan,district,15LS12035
Udangun,district,15LS12036
Liangan,district,15LS12040
Lumbac,district,15LS12041
Paridi-Kalimodan,district,15LS12043
Racotan,district,15LS12044
Bacayawan,district,15LS12049
Padian Torogan I,district,15LS12050
Sogod Kaloy,district,15LS12051
Madamba,city,15LS13000
Balintad,district,15LS13003
Balagunun,district,15LS13004
Bawang,district,15LS13005
Biabe,district,15LS13006
Bubong Uyaan,district,15LS13007
Cabasaran,district,15LS13008
Dibarusan,district,15LS13010
Lakitan,district,15LS13011
Liangan,district,15LS13012
Linuk,district,15LS13013
Lumbaca Ingud,district,15LS13014
Palao,district,15LS13016
Pantaon,district,15LS13017
Pantar,district,15LS13018
Madamba,district,15LS13019
Punud,district,15LS13020
Tubaran,district,15LS13022
Tambo,district,15LS13023
Tuca,district,15LS13025
Uyaan Proper,district,15LS13027
Tulay,district,15LS13031
Ilian,district,15LS13032
Pagayonan,district,15LS13033
Pangadapan,district,15LS13034
Malabang,city,15LS14000
Bacayawan,district,15LS14003
Badak Lumao,district,15LS14004
Bagoaingud,district,15LS14006
Boniga,district,15LS14017
Bps Village,district,15LS14018
Betayan,district,15LS14019
Campo Muslim,district,15LS14020
China Town,district,15LS14021
Corahab,district,15LS14022
Diamaro,district,15LS14023
Inandayan,district,15LS14027
Cabasaran,district,15LS14028
Calumbog,district,15LS14029
Lamin,district,15LS14034
Mable,district,15LS14038
Mananayo,district,15LS14043
Manggahan,district,15LS14044
Masao,district,15LS14047
Montay,district,15LS14049
Pasir,district,15LS14053
Rebocun,district,15LS14059
Sarang,district,15LS14061
Tacub,district,15LS14063
Tambara,district,15LS14064
Tiongcop,district,15LS14066
Tuboc,district,15LS14068
Matampay,district,15LS14070
Calibagat,district,15LS14071
Jose Abad Santos,district,15LS14072
Macuranding,district,15LS14073
Matalin,district,15LS14074
Matling,district,15LS14075
Pialot,district,15LS14078
Sumbagarogong,district,15LS14079
Banday,district,15LS14080
Bunk House,district,15LS14081
Madaya,district,15LS14082
Marantao,city,15LS15000
Bacayawan,district,15LS15001
Cawayan Bacolod,district,15LS15005
Bacong,district,15LS15006
Camalig Bandara Ingud,district,15LS15009
Camalig Bubong,district,15LS15018
Camalig,district,15LS15022
Inudaran Campong,district,15LS15023
Cawayan,district,15LS15025
Daanaingud,district,15LS15026
Cawayan Kalaw,district,15LS15035
Kialdan,district,15LS15036
Lumbac Kialdan,district,15LS15039
Cawayan Linuk,district,15LS15040
Lubo,district,15LS15044
Inudaran Lumbac,district,15LS15047
Mantapoli,district,15LS15051
